"UF","DOC_KEY","QTD_POLOS_MESMO_DOC","CERTEZA_VINCULO","INSTITUICAO","NOME_POLO_OU_CAMPUS","MUNICIPIO_POLO","NOME_ARQUIVO_LOCAL","CAMINHO_ARQUIVO_LOCAL","PPC_COMPARTILHADO"
"AL","748C98644B24F52979DCFFCB22FEEA679C8916C849FDD056CAE00ED9AEB39CE6","12","ALTA","UFAL","CAMPUS A. C. SIMÕES","Maceió","AL__UNCISAL__EAD__POLOS_12__Santana_do_Ipanema_Delmiro_Gouveia_Cajueiro_Penedo_Matriz_de_Camaragibe_Palmeira_dos_Indio__2021_web_1__DOC0003.pdf","c:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\AL\AL__UNCISAL__EAD__POLOS_12__Santana_do_Ipanema_Delmiro_Gouveia_Cajueiro_Penedo_Matriz_de_Camaragibe_Palmeira_dos_Indio__2021_web_1__DOC0003.pdf","SIM"
"AL","748C98644B24F52979DCFFCB22FEEA679C8916C849FDD056CAE00ED9AEB39CE6","12","ALTA","UFAL","CAMPUS A. C. SIMÕES","Maceió","AL__UNCISAL__EAD__POLOS_12__Santana_do_Ipanema_Delmiro_Gouveia_Cajueiro_Penedo_Matriz_de_Camaragibe_Palmeira_dos_Indio__2021_web_1__DOC0003.pdf","c:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\AL\AL__UNCISAL__EAD__POLOS_12__Santana_do_Ipanema_Delmiro_Gouveia_Cajueiro_Penedo_Matriz_de_Camaragibe_Palmeira_dos_Indio__2021_web_1__DOC0003.pdf","SIM"
"AL","748C98644B24F52979DCFFCB22FEEA679C8916C849FDD056CAE00ED9AEB39CE6","12","ALTA","UFAL","CAMPUS ARAPIRACA - Sede","Arapiraca","AL__UNCISAL__EAD__POLOS_12__Santana_do_Ipanema_Delmiro_Gouveia_Cajueiro_Penedo_Matriz_de_Camaragibe_Palmeira_dos_Indio__2021_web_1__DOC0003.pdf","c:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\AL\AL__UNCISAL__EAD__POLOS_12__Santana_do_Ipanema_Delmiro_Gouveia_Cajueiro_Penedo_Matriz_de_Camaragibe_Palmeira_dos_Indio__2021_web_1__DOC0003.pdf","SIM"
"AL","748C98644B24F52979DCFFCB22FEEA679C8916C849FDD056CAE00ED9AEB39CE6","12","ALTA","UFAL","Campus do Sertão - UNIDADE EDUCACIONAL DE SANTANA DO IPANEMA","Santana do Ipanema","AL__UNCISAL__EAD__POLOS_12__Santana_do_Ipanema_Delmiro_Gouveia_Cajueiro_Penedo_Matriz_de_Camaragibe_Palmeira_dos_Indio__2021_web_1__DOC0003.pdf","c:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\AL\AL__UNCISAL__EAD__POLOS_12__Santana_do_Ipanema_Delmiro_Gouveia_Cajueiro_Penedo_Matriz_de_Camaragibe_Palmeira_dos_Indio__2021_web_1__DOC0003.pdf","SIM"
"AL","748C98644B24F52979DCFFCB22FEEA679C8916C849FDD056CAE00ED9AEB39CE6","12","ALTA","UFAL","Polo EAD São José da Laje","Maceió","AL__UNCISAL__EAD__POLOS_12__Santana_do_Ipanema_Delmiro_Gouveia_Cajueiro_Penedo_Matriz_de_Camaragibe_Palmeira_dos_Indio__2021_web_1__DOC0003.pdf","c:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\AL\AL__UNCISAL__EAD__POLOS_12__Santana_do_Ipanema_Delmiro_Gouveia_Cajueiro_Penedo_Matriz_de_Camaragibe_Palmeira_dos_Indio__2021_web_1__DOC0003.pdf","SIM"
"AL","748C98644B24F52979DCFFCB22FEEA679C8916C849FDD056CAE00ED9AEB39CE6","12","ALTA","UFAL","POLO UAB - MARAGOGI","Maragogi","AL__UNCISAL__EAD__POLOS_12__Santana_do_Ipanema_Delmiro_Gouveia_Cajueiro_Penedo_Matriz_de_Camaragibe_Palmeira_dos_Indio__2021_web_1__DOC0003.pdf","c:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\AL\AL__UNCISAL__EAD__POLOS_12__Santana_do_Ipanema_Delmiro_Gouveia_Cajueiro_Penedo_Matriz_de_Camaragibe_Palmeira_dos_Indio__2021_web_1__DOC0003.pdf","SIM"
"AL","748C98644B24F52979DCFFCB22FEEA679C8916C849FDD056CAE00ED9AEB39CE6","12","ALTA","UNCISAL","CAMPUS  - MACEIÓ - TRAPICHE DA BARRA","Maceió","AL__UNCISAL__EAD__POLOS_12__Santana_do_Ipanema_Delmiro_Gouveia_Cajueiro_Penedo_Matriz_de_Camaragibe_Palmeira_dos_Indio__2021_web_1__DOC0003.pdf","c:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\AL\AL__UNCISAL__EAD__POLOS_12__Santana_do_Ipanema_Delmiro_Gouveia_Cajueiro_Penedo_Matriz_de_Camaragibe_Palmeira_dos_Indio__2021_web_1__DOC0003.pdf","SIM"
"AL","748C98644B24F52979DCFFCB22FEEA679C8916C849FDD056CAE00ED9AEB39CE6","12","ALTA","UNCISAL","POLO UAB ARAPIRACA","Arapiraca","AL__UNCISAL__EAD__POLOS_12__Santana_do_Ipanema_Delmiro_Gouveia_Cajueiro_Penedo_Matriz_de_Camaragibe_Palmeira_dos_Indio__2021_web_1__DOC0003.pdf","c:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\AL\AL__UNCISAL__EAD__POLOS_12__Santana_do_Ipanema_Delmiro_Gouveia_Cajueiro_Penedo_Matriz_de_Camaragibe_Palmeira_dos_Indio__2021_web_1__DOC0003.pdf","SIM"
"AL","748C98644B24F52979DCFFCB22FEEA679C8916C849FDD056CAE00ED9AEB39CE6","12","ALTA","UNCISAL","POLO UAB MATRIZ DE CAMARAGIBE","Matriz de Camaragibe","AL__UNCISAL__EAD__POLOS_12__Santana_do_Ipanema_Delmiro_Gouveia_Cajueiro_Penedo_Matriz_de_Camaragibe_Palmeira_dos_Indio__2021_web_1__DOC0003.pdf","c:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\AL\AL__UNCISAL__EAD__POLOS_12__Santana_do_Ipanema_Delmiro_Gouveia_Cajueiro_Penedo_Matriz_de_Camaragibe_Palmeira_dos_Indio__2021_web_1__DOC0003.pdf","SIM"
"AL","748C98644B24F52979DCFFCB22FEEA679C8916C849FDD056CAE00ED9AEB39CE6","12","ALTA","UNCISAL","POLO UAB PALMEIRA DOS ÍNDIOS","Palmeira dos Índios","AL__UNCISAL__EAD__POLOS_12__Santana_do_Ipanema_Delmiro_Gouveia_Cajueiro_Penedo_Matriz_de_Camaragibe_Palmeira_dos_Indio__2021_web_1__DOC0003.pdf","c:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\AL\AL__UNCISAL__EAD__POLOS_12__Santana_do_Ipanema_Delmiro_Gouveia_Cajueiro_Penedo_Matriz_de_Camaragibe_Palmeira_dos_Indio__2021_web_1__DOC0003.pdf","SIM"
"AL","748C98644B24F52979DCFFCB22FEEA679C8916C849FDD056CAE00ED9AEB39CE6","12","ALTA","UNEAL","Campus III - Palmeira dos Índios","Palmeira dos Índios","AL__UNCISAL__EAD__POLOS_12__Santana_do_Ipanema_Delmiro_Gouveia_Cajueiro_Penedo_Matriz_de_Camaragibe_Palmeira_dos_Indio__2021_web_1__DOC0003.pdf","c:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\AL\AL__UNCISAL__EAD__POLOS_12__Santana_do_Ipanema_Delmiro_Gouveia_Cajueiro_Penedo_Matriz_de_Camaragibe_Palmeira_dos_Indio__2021_web_1__DOC0003.pdf","SIM"
"AL","748C98644B24F52979DCFFCB22FEEA679C8916C849FDD056CAE00ED9AEB39CE6","12","ALTA","UNEAL","Unidade SEDE","Arapiraca","AL__UNCISAL__EAD__POLOS_12__Santana_do_Ipanema_Delmiro_Gouveia_Cajueiro_Penedo_Matriz_de_Camaragibe_Palmeira_dos_Indio__2021_web_1__DOC0003.pdf","c:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\AL\AL__UNCISAL__EAD__POLOS_12__Santana_do_Ipanema_Delmiro_Gouveia_Cajueiro_Penedo_Matriz_de_Camaragibe_Palmeira_dos_Indio__2021_web_1__DOC0003.pdf","SIM"
"AL","806D2A205B2C4E895E4D9C20244FC3387352F396789523146347A74444424C5D","1","ALTA","IFPE","PÓLO UAB - SANTANA DO IPANEMA","Santana do Ipanema","AL__UFAL__PRESENCIAL__POLO__CAMPUS_A_C_SIMOES__Maceio__2006_web_66__DOC0002.pdf","c:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\AL\AL__UFAL__PRESENCIAL__POLO__CAMPUS_A_C_SIMOES__Maceio__2006_web_66__DOC0002.pdf","NAO"
"AL","A4241A966A83965911B6162B7DC242FE80E78310706C178AABEB9A222317EFD3","1","ALTA","UNEAL","PÓLO ARAPIRACA","Arapiraca","AL__UFAL__PRESENCIAL__POLO__CAMPUS_ARAPIRACA_Sede__Arapiraca__2018_web_47__DOC0005.pdf","c:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\AL\AL__UFAL__PRESENCIAL__POLO__CAMPUS_ARAPIRACA_Sede__Arapiraca__2018_web_47__DOC0005.pdf","NAO"
"AL","BB6A86A423FA736974C1938D0763992308086FB411EFB68311492E738BAB9DF0","5","ALTA","UFAL","POLO UAB - OLHO D'AGUA DAS FLORES","Olho d´Água das Flores","AL__UFAL__EAD__POLOS_5__Maceio_Arapiraca_Olho_d_Agua_das_Flores_Maragogi__2012_web_6__DOC0001.pdf","c:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\AL\AL__UFAL__EAD__POLOS_5__Maceio_Arapiraca_Olho_d_Agua_das_Flores_Maragogi__2012_web_6__DOC0001.pdf","SIM"
"AL","BB6A86A423FA736974C1938D0763992308086FB411EFB68311492E738BAB9DF0","5","ALTA","UNCISAL","POLO UAB MARAGOGI","Maragogi","AL__UFAL__EAD__POLOS_5__Maceio_Arapiraca_Olho_d_Agua_das_Flores_Maragogi__2012_web_6__DOC0001.pdf","c:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\AL\AL__UFAL__EAD__POLOS_5__Maceio_Arapiraca_Olho_d_Agua_das_Flores_Maragogi__2012_web_6__DOC0001.pdf","SIM"
"AL","BB6A86A423FA736974C1938D0763992308086FB411EFB68311492E738BAB9DF0","5","ALTA","UNCISAL","POLO UAB TEOTONIO VILELA","Teotônio Vilela","AL__UFAL__EAD__POLOS_5__Maceio_Arapiraca_Olho_d_Agua_das_Flores_Maragogi__2012_web_6__DOC0001.pdf","c:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\AL\AL__UFAL__EAD__POLOS_5__Maceio_Arapiraca_Olho_d_Agua_das_Flores_Maragogi__2012_web_6__DOC0001.pdf","SIM"
"AL","BB6A86A423FA736974C1938D0763992308086FB411EFB68311492E738BAB9DF0","5","ALTA","UNCISAL","POLO UAB-CAJUEIRO","Cajueiro","AL__UFAL__EAD__POLOS_5__Maceio_Arapiraca_Olho_d_Agua_das_Flores_Maragogi__2012_web_6__DOC0001.pdf","c:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\AL\AL__UFAL__EAD__POLOS_5__Maceio_Arapiraca_Olho_d_Agua_das_Flores_Maragogi__2012_web_6__DOC0001.pdf","SIM"
"AL","BB6A86A423FA736974C1938D0763992308086FB411EFB68311492E738BAB9DF0","5","ALTA","UNCISAL","POLO UAB-DELMIRO GOUVEIA","Delmiro Gouveia","AL__UFAL__EAD__POLOS_5__Maceio_Arapiraca_Olho_d_Agua_das_Flores_Maragogi__2012_web_6__DOC0001.pdf","c:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\AL\AL__UFAL__EAD__POLOS_5__Maceio_Arapiraca_Olho_d_Agua_das_Flores_Maragogi__2012_web_6__DOC0001.pdf","SIM"
"AL","C3D4A9FBC4FE2674481589A5910ECFE414674EB15E4DF71A9543AF31C2E9F8BB","1","ALTA","UNCISAL","POLO UAB SÃO JOSÉ DA LAJE","São José da Laje","AL__IFAL__PRESENCIAL__POLO__Campus_e_Polo_UAB_Maceio__Maceio__2018_web_32__DOC0004.pdf","c:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\AL\AL__IFAL__PRESENCIAL__POLO__Campus_e_Polo_UAB_Maceio__Maceio__2018_web_32__DOC0004.pdf","NAO"
"AL","F5010EDE953B94D12D1B41A37BC0AF3679770948701DE387E564118834B68C9F","1","ALTA","UFAL","POLO UAB - ARAPIRACA","Arapiraca","AL__IFAL__PRESENCIAL__POLO__Campus_e_Polo_UAB_Piranhas__Piranhas__2021_web_36__DOC0006.pdf","c:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\AL\AL__IFAL__PRESENCIAL__POLO__Campus_e_Polo_UAB_Piranhas__Piranhas__2021_web_36__DOC0006.pdf","NAO"
"BA","0835277F5B3DC788D2394C7B0248C375F36465EFB7A41F60F84A2FFA2189026C","1","ALTA","IFBA","Campus de Barreiras","Barreiras","BA__UFRB__EAD__POLOS_1__Capim_Grosso__2019__DOC0003.pdf","C:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\BA\BA__UFRB__EAD__POLOS_1__Capim_Grosso__2019__DOC0003.pdf","SIM"
"BA","0A24BA1B6DC4C6EDF1099FC1189B134D3FCF3A6D1482A935C7D9DB49B6D00959","2","ALTA","UESC","CAMPUS  - ILHÉUS - SALOBRINHO","Ilhéus","BA__UESC__PRESENCIAL__POLO__CAMPUS_ILHEUS_SALOBRINHO__Ilheus__2006__DOC0011.pdf","C:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\BA\BA__UESC__PRESENCIAL__POLO__CAMPUS_ILHEUS_SALOBRINHO__Ilheus__2006__DOC0011.pdf","SIM"
"BA","0A24BA1B6DC4C6EDF1099FC1189B134D3FCF3A6D1482A935C7D9DB49B6D00959","2","ALTA","UNEB","Campus I - Salvador","Salvador","BA__UESC__PRESENCIAL__POLO__CAMPUS_ILHEUS_SALOBRINHO__Ilheus__2006__DOC0011.pdf","C:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\BA\BA__UESC__PRESENCIAL__POLO__CAMPUS_ILHEUS_SALOBRINHO__Ilheus__2006__DOC0011.pdf","SIM"
"BA","185EF8D02BC36EBFF7345FB4A08C28594AF3069D6E4AF4379C5860427226E136","7","ALTA","IFBA","Polo UAB - Lauro de Freitas","Lauro de Freitas","BA__IFBA__EAD__POLOS_7__Sao_Francisco_do_Conde_Paulo_Afonso_Irece_Lauro_de_Freitas_Seabra_Salvador_Euclides_da_Cunh__NAO_ENCONTRADO__DOC0001.pdf","C:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\BA\BA__IFBA__EAD__POLOS_7__Sao_Francisco_do_Conde_Paulo_Afonso_Irece_Lauro_de_Freitas_Seabra_Salvador_Euclides_da_Cunh__NAO_ENCONTRADO__DOC0001.pdf","SIM"
"BA","185EF8D02BC36EBFF7345FB4A08C28594AF3069D6E4AF4379C5860427226E136","7","ALTA","IFBA","Polo UAB - Paulo Afonso","Paulo Afonso","BA__IFBA__EAD__POLOS_7__Sao_Francisco_do_Conde_Paulo_Afonso_Irece_Lauro_de_Freitas_Seabra_Salvador_Euclides_da_Cunh__NAO_ENCONTRADO__DOC0001.pdf","C:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\BA\BA__IFBA__EAD__POLOS_7__Sao_Francisco_do_Conde_Paulo_Afonso_Irece_Lauro_de_Freitas_Seabra_Salvador_Euclides_da_Cunh__NAO_ENCONTRADO__DOC0001.pdf","SIM"
"BA","185EF8D02BC36EBFF7345FB4A08C28594AF3069D6E4AF4379C5860427226E136","7","ALTA","IFBA","Polo UAB de Euclides da Cunha","Euclides da Cunha","BA__IFBA__EAD__POLOS_7__Sao_Francisco_do_Conde_Paulo_Afonso_Irece_Lauro_de_Freitas_Seabra_Salvador_Euclides_da_Cunh__NAO_ENCONTRADO__DOC0001.pdf","C:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\BA\BA__IFBA__EAD__POLOS_7__Sao_Francisco_do_Conde_Paulo_Afonso_Irece_Lauro_de_Freitas_Seabra_Salvador_Euclides_da_Cunh__NAO_ENCONTRADO__DOC0001.pdf","SIM"
"BA","185EF8D02BC36EBFF7345FB4A08C28594AF3069D6E4AF4379C5860427226E136","7","ALTA","IFBA","Polo UAB de Irecê","Irecê","BA__IFBA__EAD__POLOS_7__Sao_Francisco_do_Conde_Paulo_Afonso_Irece_Lauro_de_Freitas_Seabra_Salvador_Euclides_da_Cunh__NAO_ENCONTRADO__DOC0001.pdf","C:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\BA\BA__IFBA__EAD__POLOS_7__Sao_Francisco_do_Conde_Paulo_Afonso_Irece_Lauro_de_Freitas_Seabra_Salvador_Euclides_da_Cunh__NAO_ENCONTRADO__DOC0001.pdf","SIM"
"BA","185EF8D02BC36EBFF7345FB4A08C28594AF3069D6E4AF4379C5860427226E136","7","ALTA","IFBA","Polo UAB de Salvador IAT","Salvador","BA__IFBA__EAD__POLOS_7__Sao_Francisco_do_Conde_Paulo_Afonso_Irece_Lauro_de_Freitas_Seabra_Salvador_Euclides_da_Cunh__NAO_ENCONTRADO__DOC0001.pdf","C:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\BA\BA__IFBA__EAD__POLOS_7__Sao_Francisco_do_Conde_Paulo_Afonso_Irece_Lauro_de_Freitas_Seabra_Salvador_Euclides_da_Cunh__NAO_ENCONTRADO__DOC0001.pdf","SIM"
"BA","185EF8D02BC36EBFF7345FB4A08C28594AF3069D6E4AF4379C5860427226E136","7","ALTA","IFBA","Polo UAB de São Francisco do Conde","São Francisco do Conde","BA__IFBA__EAD__POLOS_7__Sao_Francisco_do_Conde_Paulo_Afonso_Irece_Lauro_de_Freitas_Seabra_Salvador_Euclides_da_Cunh__NAO_ENCONTRADO__DOC0001.pdf","C:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\BA\BA__IFBA__EAD__POLOS_7__Sao_Francisco_do_Conde_Paulo_Afonso_Irece_Lauro_de_Freitas_Seabra_Salvador_Euclides_da_Cunh__NAO_ENCONTRADO__DOC0001.pdf","SIM"
"BA","185EF8D02BC36EBFF7345FB4A08C28594AF3069D6E4AF4379C5860427226E136","7","ALTA","IFBA","Polo UAB de Seabra","Seabra","BA__IFBA__EAD__POLOS_7__Sao_Francisco_do_Conde_Paulo_Afonso_Irece_Lauro_de_Freitas_Seabra_Salvador_Euclides_da_Cunh__NAO_ENCONTRADO__DOC0001.pdf","C:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\BA\BA__IFBA__EAD__POLOS_7__Sao_Francisco_do_Conde_Paulo_Afonso_Irece_Lauro_de_Freitas_Seabra_Salvador_Euclides_da_Cunh__NAO_ENCONTRADO__DOC0001.pdf","SIM"
"BA","1B83D3C17A577E1B6B9BB0357BBA6C9840D9AF73385E4AD334A89C63B21FF685","1","ALTA","IFBA","CAMPUS DE VALENÇA","Valença","BA__IFBA__PRESENCIAL__POLO__CAMPUS_DE_VALENCA__Valenca__2010__DOC0002.pdf","C:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\BA\BA__IFBA__PRESENCIAL__POLO__CAMPUS_DE_VALENCA__Valenca__2010__DOC0002.pdf","NAO"
"BA","239E5363B7CB1D4BB14E02F89B59BF89ACF66A442146300B70E621F19EB3E341","1","ALTA","UFRB","Centro de Formação de Professores","Amargosa","BA__UFRB__PRESENCIAL__POLOS_1__Amargosa__NAO_ENCONTRADO__DOC0004.pdf","C:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\BA\BA__UFRB__PRESENCIAL__POLOS_1__Amargosa__NAO_ENCONTRADO__DOC0004.pdf","SIM"
"BA","26406F78AFA95437A257FF8F1AE1AAC875208FD3279FBA9F0C11746B5B30759D","6","ALTA","UNEB","Campus XIV - Conceição do Coité","Conceição do Coité","BA__Universidade_do_Estado_da_Bahia_UNEB__EAD__POLOS_7__Ibotirama_Salvador_Brumado_Euclides_da_Cunha_Conceicao_do_Coite_Xique_Xique__2010__DOC0001.pdf","C:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\BA\BA__Universidade_do_Estado_da_Bahia_UNEB__EAD__POLOS_7__Ibotirama_Salvador_Brumado_Euclides_da_Cunha_Conceicao_do_Coite_Xique_Xique__2010__DOC0001.pdf","SIM"
"BA","26406F78AFA95437A257FF8F1AE1AAC875208FD3279FBA9F0C11746B5B30759D","6","ALTA","UNEB","Cristópolis - CAMPUS IX","Cristópolis","BA__Universidade_do_Estado_da_Bahia_UNEB__EAD__POLOS_7__Ibotirama_Salvador_Brumado_Euclides_da_Cunha_Conceicao_do_Coite_Xique_Xique__2010__DOC0001.pdf","C:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\BA\BA__Universidade_do_Estado_da_Bahia_UNEB__EAD__POLOS_7__Ibotirama_Salvador_Brumado_Euclides_da_Cunha_Conceicao_do_Coite_Xique_Xique__2010__DOC0001.pdf","SIM"
"BA","26406F78AFA95437A257FF8F1AE1AAC875208FD3279FBA9F0C11746B5B30759D","6","ALTA","UNEB","IBOTIRAMA - UAB","Ibotirama","BA__Universidade_do_Estado_da_Bahia_UNEB__EAD__POLOS_7__Ibotirama_Salvador_Brumado_Euclides_da_Cunha_Conceicao_do_Coite_Xique_Xique__2010__DOC0001.pdf","C:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\BA\BA__Universidade_do_Estado_da_Bahia_UNEB__EAD__POLOS_7__Ibotirama_Salvador_Brumado_Euclides_da_Cunha_Conceicao_do_Coite_Xique_Xique__2010__DOC0001.pdf","SIM"
"BA","26406F78AFA95437A257FF8F1AE1AAC875208FD3279FBA9F0C11746B5B30759D","6","ALTA","UNEB","Polo UAB - IRECE","Irecê","BA__Universidade_do_Estado_da_Bahia_UNEB__EAD__POLOS_7__Ibotirama_Salvador_Brumado_Euclides_da_Cunha_Conceicao_do_Coite_Xique_Xique__2010__DOC0001.pdf","C:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\BA\BA__Universidade_do_Estado_da_Bahia_UNEB__EAD__POLOS_7__Ibotirama_Salvador_Brumado_Euclides_da_Cunha_Conceicao_do_Coite_Xique_Xique__2010__DOC0001.pdf","SIM"
"BA","26406F78AFA95437A257FF8F1AE1AAC875208FD3279FBA9F0C11746B5B30759D","6","ALTA","UNEB","Polo UAB - SIMOES FILHO","Simões Filho","BA__Universidade_do_Estado_da_Bahia_UNEB__EAD__POLOS_7__Ibotirama_Salvador_Brumado_Euclides_da_Cunha_Conceicao_do_Coite_Xique_Xique__2010__DOC0001.pdf","C:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\BA\BA__Universidade_do_Estado_da_Bahia_UNEB__EAD__POLOS_7__Ibotirama_Salvador_Brumado_Euclides_da_Cunha_Conceicao_do_Coite_Xique_Xique__2010__DOC0001.pdf","SIM"
"BA","26406F78AFA95437A257FF8F1AE1AAC875208FD3279FBA9F0C11746B5B30759D","6","ALTA","UNEB","UNEAD","Carinhanha","BA__Universidade_do_Estado_da_Bahia_UNEB__EAD__POLOS_7__Ibotirama_Salvador_Brumado_Euclides_da_Cunha_Conceicao_do_Coite_Xique_Xique__2010__DOC0001.pdf","C:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\BA\BA__Universidade_do_Estado_da_Bahia_UNEB__EAD__POLOS_7__Ibotirama_Salvador_Brumado_Euclides_da_Cunha_Conceicao_do_Coite_Xique_Xique__2010__DOC0001.pdf","SIM"
"BA","40F4848128BE5761076E3842132F510C17066B93408DEE582A011E7A86FC7A81","9","ALTA","UESC","Polo UAB Ilhéus","Ilhéus","BA__UFRB__EAD__POLOS_3__Macaubas_Vitoria_da_Conquista_Ipira__2019__DOC0007.pdf","C:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\BA\BA__UFRB__EAD__POLOS_3__Macaubas_Vitoria_da_Conquista_Ipira__2019__DOC0007.pdf","SIM"
"BA","40F4848128BE5761076E3842132F510C17066B93408DEE582A011E7A86FC7A81","9","ALTA","UFRB","Polo UAB: CAPIM GROSSO - JARDIM ARAUJO","Capim Grosso","BA__UFRB__EAD__POLOS_3__Macaubas_Vitoria_da_Conquista_Ipira__2019__DOC0007.pdf","C:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\BA\BA__UFRB__EAD__POLOS_3__Macaubas_Vitoria_da_Conquista_Ipira__2019__DOC0007.pdf","SIM"
"BA","40F4848128BE5761076E3842132F510C17066B93408DEE582A011E7A86FC7A81","9","ALTA","UFRB","Polo UAB: IPIRA - SETE DE JULHO","Ipirá","BA__UFRB__EAD__POLOS_3__Macaubas_Vitoria_da_Conquista_Ipira__2019__DOC0007.pdf","C:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\BA\BA__UFRB__EAD__POLOS_3__Macaubas_Vitoria_da_Conquista_Ipira__2019__DOC0007.pdf","SIM"
"BA","40F4848128BE5761076E3842132F510C17066B93408DEE582A011E7A86FC7A81","9","ALTA","UFRB","Polo UAB: RIO REAL - ESTADUAL","Rio Real","BA__UFRB__EAD__POLOS_3__Macaubas_Vitoria_da_Conquista_Ipira__2019__DOC0007.pdf","C:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\BA\BA__UFRB__EAD__POLOS_3__Macaubas_Vitoria_da_Conquista_Ipira__2019__DOC0007.pdf","SIM"
"BA","40F4848128BE5761076E3842132F510C17066B93408DEE582A011E7A86FC7A81","9","ALTA","UFRB","Polo UAB: TEODORO SAMPAIO - CENTRO","Teodoro Sampaio","BA__UFRB__EAD__POLOS_3__Macaubas_Vitoria_da_Conquista_Ipira__2019__DOC0007.pdf","C:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\BA\BA__UFRB__EAD__POLOS_3__Macaubas_Vitoria_da_Conquista_Ipira__2019__DOC0007.pdf","SIM"
"BA","40F4848128BE5761076E3842132F510C17066B93408DEE582A011E7A86FC7A81","9","ALTA","UFRB","Polo UAB:VITORIA DA CONQUISTA - RECREIO","Vitória da Conquista","BA__UFRB__EAD__POLOS_3__Macaubas_Vitoria_da_Conquista_Ipira__2019__DOC0007.pdf","C:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\BA\BA__UFRB__EAD__POLOS_3__Macaubas_Vitoria_da_Conquista_Ipira__2019__DOC0007.pdf","SIM"
"BA","40F4848128BE5761076E3842132F510C17066B93408DEE582A011E7A86FC7A81","9","ALTA","UFRB","Unidade SEDE","Cruz das Almas","BA__UFRB__EAD__POLOS_3__Macaubas_Vitoria_da_Conquista_Ipira__2019__DOC0007.pdf","C:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\BA\BA__UFRB__EAD__POLOS_3__Macaubas_Vitoria_da_Conquista_Ipira__2019__DOC0007.pdf","SIM"
"BA","40F4848128BE5761076E3842132F510C17066B93408DEE582A011E7A86FC7A81","9","ALTA","UNEB","Campus X - Teixeira de Freitas","Teixeira de Freitas","BA__UFRB__EAD__POLOS_3__Macaubas_Vitoria_da_Conquista_Ipira__2019__DOC0007.pdf","C:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\BA\BA__UFRB__EAD__POLOS_3__Macaubas_Vitoria_da_Conquista_Ipira__2019__DOC0007.pdf","SIM"
"BA","40F4848128BE5761076E3842132F510C17066B93408DEE582A011E7A86FC7A81","9","ALTA","UNEB","VALENÇA - UAB","Valença","BA__UFRB__EAD__POLOS_3__Macaubas_Vitoria_da_Conquista_Ipira__2019__DOC0007.pdf","C:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\BA\BA__UFRB__EAD__POLOS_3__Macaubas_Vitoria_da_Conquista_Ipira__2019__DOC0007.pdf","SIM"
